id,isdeleted,name,currencyisocode,setupownerid,createddate,createdbyid,lastmodifieddate,lastmodifiedbyid,systemmodstamp,lastvieweddate,lastreferenceddate,label__c,
a953B000000CaezQAC,false,CSW,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Company Social Widget,
a953B000000Caf0QAC,false,SO,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Shipping Options,
a953B000000Caf1QAC,false,UP,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,User Profile,
a953B000000Caf2QAC,false,PayShip,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Payment Shipping,
a953B000000Caf3QAC,false,SB,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Search Box,
a953B000000Caf4QAC,false,WL,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Wishlists/Templates,
a953B000000Caf5QAC,false,Dspl,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Field Display,
a953B000000Caf6QAC,false,SPL,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Splash,
a953B000000Caf7QAC,false,LIST,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,List,
a953B000000Caf8QAC,false,MC,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Mini-cart,
a953B000000Caf9QAC,false,OR,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Order Review,
a953B000000CafAQAS,false,PDA,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Product Detail attributes,
a953B000000CafBQAS,false,PDP,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Product Detail Page,
a953B000000CafCQAS,false,MSG,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Messages,
a953B000000CafDQAS,false,PGL,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Page Labels,
a953B000000CafEQAS,false,PSI,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Product Spec Indexing,
